""	"x"
"3220"	"B"
"3221"	"A"
"3222"	"B"
"3223"	"B"
"3224"	"D"
"3225"	"F"
"3226"	"B"
"3227"	"B"
"3228"	"A"
"3229"	"B"
"3230"	"B"
"3231"	"F"
"3232"	"A"
"3233"	"D"
"3234"	"C"
"3235"	"F"
"3236"	"A"
"3237"	"C"
"3238"	"A"
"3239"	"B"
"3240"	"B"
"3241"	"F"
"3242"	"E"
"3243"	"A"
"3244"	"F"
"3245"	"B"
"3246"	"E"
"3247"	"B"
"3248"	"B"
"3249"	"A"
"3250"	"A"
"3251"	"F"
"3252"	"A"
"3253"	"A"
"3254"	"A"
"3255"	"B"
"3256"	"C"
"3257"	"B"
"3258"	"D"
"3259"	"A"
"3260"	"B"
"3261"	"A"
"3262"	"F"
"3263"	"B"
"3264"	"A"
"3265"	"F"
"3266"	"B"
"3267"	"F"
"3268"	"B"
"3269"	"D"
"3270"	"B"
"3271"	"B"
"3272"	"E"
"3273"	"B"
"3274"	"A"
"3275"	"E"
"3276"	"F"
"3277"	"F"
"3278"	"A"
"3279"	"B"
"3280"	"C"
"3281"	"B"
"3282"	"A"
"3283"	"C"
"3284"	"A"
"3285"	"A"
"3286"	"B"
"3287"	"B"
"3288"	"E"
"3289"	"B"
"3290"	"F"
"3291"	"C"
"3292"	"F"
"3293"	"A"
"3294"	"B"
"3295"	"C"
"3296"	"C"
"3297"	"A"
"3298"	"B"
"3299"	"D"
"3300"	"B"
"3301"	"A"
"3302"	"C"
"3303"	"D"
"3304"	"B"
"3305"	"E"
"3306"	"F"
"3307"	"F"
"3308"	"A"
"3309"	"B"
"3310"	"A"
"3311"	"C"
"3312"	"C"
"3313"	"B"
"3314"	"A"
"3315"	"A"
"3316"	"B"
"3317"	"C"
"3318"	"D"
"3319"	"F"
"3320"	"A"
"3321"	"B"
"3322"	"A"
"3323"	"C"
"3324"	"A"
"3325"	"A"
"3326"	"B"
"3327"	"A"
"3328"	"C"
"3329"	"D"
"3330"	"B"
"3331"	"D"
"3332"	"A"
"3333"	"D"
"3334"	"C"
"3335"	"B"
"3336"	"B"
"3337"	"B"
"3338"	"F"
"3339"	"B"
"3340"	"B"
"3341"	"F"
"3342"	"B"
"3343"	"E"
"3344"	"B"
"3345"	"B"
"3346"	"E"
"3347"	"B"
"3348"	"F"
"3349"	"D"
"3350"	"C"
"3351"	"B"
"3352"	"A"
"3353"	"B"
"3354"	"A"
"3355"	"E"
"3356"	"A"
"3357"	"E"
"3358"	"A"
"3359"	"D"
"3360"	"B"
"3361"	"D"
"3362"	"C"
"3363"	"A"
"3364"	"C"
"3365"	"B"
"3366"	"A"
"3367"	"C"
"3368"	"A"
"3369"	"B"
"3370"	"B"
"3371"	"D"
"3372"	"B"
"3373"	"B"
"3374"	"B"
"3375"	"E"
"3376"	"A"
"3377"	"E"
"3378"	"E"
"3379"	"C"
"3380"	"E"
"3381"	"E"
"3382"	"E"
"3383"	"B"
"3384"	"F"
"3385"	"C"
"3386"	"F"
"3387"	"A"
"3388"	"C"
"3389"	"A"
"3390"	"B"
"3391"	"B"
"3392"	"E"
"3393"	"B"
"3394"	"B"
"3395"	"A"
"3396"	"C"
"3397"	"B"
"3398"	"B"
"3399"	"B"
"3400"	"B"
"3401"	"F"
"3402"	"A"
"3403"	"A"
"3404"	"D"
"3405"	"E"
"3406"	"E"
"3407"	"E"
"3408"	"B"
"3409"	"E"
"3410"	"A"
"3411"	"D"
"3412"	"C"
"3413"	"E"
"3414"	"F"
"3415"	"A"
"3416"	"D"
"3417"	"E"
"3418"	"D"
"3419"	"F"
"3420"	"C"
"3421"	"A"
"3422"	"A"
"3423"	"B"
"3424"	"C"
"3425"	"C"
"3426"	"A"
"3427"	"E"
"3428"	"E"
"3429"	"A"
"3430"	"F"
"3431"	"B"
"3432"	"B"
"3433"	"F"
"3434"	"F"
"3435"	"B"
"3436"	"A"
"3437"	"A"
"3438"	"B"
"3439"	"E"
"3440"	"A"
"3441"	"F"
"3442"	"B"
"3443"	"E"
"3444"	"B"
"3445"	"A"
"3446"	"B"
"3447"	"B"
"3448"	"A"
"3449"	"B"
"3450"	"F"
"3451"	"A"
"3452"	"A"
"3453"	"F"
"3454"	"B"
"3455"	"A"
"3456"	"E"
"3457"	"A"
"3458"	"A"
"3459"	"C"
"3460"	"A"
"3461"	"D"
"3462"	"A"
"3463"	"E"
"3464"	"B"
"3465"	"D"
"3466"	"A"
"3467"	"B"
"3468"	"B"
"3469"	"B"
"3470"	"A"
"3471"	"A"
"3472"	"A"
"3473"	"D"
"3474"	"B"
"3475"	"B"
"3476"	"B"
"3477"	"D"
"3478"	"D"
"3479"	"B"
"3480"	"B"
"3481"	"B"
"3482"	"B"
"3483"	"B"
"3484"	"C"
"3485"	"D"
"3486"	"F"
"3487"	"B"
"3488"	"C"
"3489"	"B"
"3490"	"D"
"3491"	"B"
"3492"	"B"
"3493"	"A"
"3494"	"F"
"3495"	"C"
"3496"	"B"
"3497"	"B"
"3498"	"E"
"3499"	"B"
"3500"	"F"
"3501"	"D"
"3502"	"F"
"3503"	"C"
"3504"	"B"
"3505"	"E"
"3506"	"F"
"3507"	"C"
"3508"	"B"
"3509"	"A"
"3510"	"D"
"3511"	"E"
"3512"	"A"
"3513"	"A"
"3514"	"F"
"3515"	"C"
"3516"	"C"
"3517"	"B"
"3518"	"B"
"3519"	"A"
"3520"	"B"
"3521"	"C"
"3522"	"D"
"3523"	"F"
"3524"	"C"
"3525"	"E"
"3526"	"B"
"3527"	"F"
"3528"	"C"
"3529"	"B"
"3530"	"C"
"3531"	"B"
"3532"	"B"
"3533"	"D"
"3534"	"B"
"3535"	"B"
"3536"	"C"
"3537"	"B"
"3538"	"C"
"3539"	"B"
"3540"	"E"
"3541"	"B"
"3542"	"A"
"3543"	"C"
"3544"	"B"
"3545"	"E"
"3546"	"F"
"3547"	"E"
"3548"	"A"
"3549"	"A"
"3550"	"B"
"3551"	"C"
"3552"	"B"
"3553"	"E"
"3554"	"F"
"3555"	"F"
"3556"	"B"
"3557"	"F"
"3558"	"B"
"3559"	"A"
"3560"	"A"
"3561"	"B"
"3562"	"B"
"3563"	"A"
"3564"	"A"
"3565"	"A"
"3566"	"B"
"3567"	"B"
"3568"	"B"
"3569"	"B"
"3570"	"A"
"3571"	"A"
"3572"	"F"
"3573"	"E"
"3574"	"A"
"3575"	"E"
"3576"	"B"
"3577"	"B"
"3578"	"B"
"3579"	"A"
"3580"	"E"
"3581"	"F"
"3582"	"D"
"3583"	"A"
"3584"	"B"
"3585"	"B"
"3586"	"F"
"3587"	"E"
"3588"	"E"
"3589"	"A"
"3590"	"C"
"3591"	"B"
"3592"	"F"
"3593"	"E"
"3594"	"A"
"3595"	"A"
"3596"	"F"
"3597"	"C"
"3598"	"F"
"3599"	"C"
"3600"	"B"
"3601"	"C"
"3602"	"B"
"3603"	"A"
"3604"	"B"
"3605"	"B"
"3606"	"F"
"3607"	"E"
"3608"	"B"
"3609"	"A"
"3610"	"B"
"3611"	"B"
"3612"	"E"
"3613"	"B"
"3614"	"B"
"3615"	"B"
"3616"	"A"
"3617"	"F"
"3618"	"B"
"3619"	"F"
"3620"	"D"
"3621"	"B"
"3622"	"B"
"3623"	"E"
"3624"	"C"
"3625"	"A"
"3626"	"A"
"3627"	"F"
"3628"	"C"
"3629"	"A"
"3630"	"B"
"3631"	"D"
"3632"	"F"
"3633"	"F"
"3634"	"B"
"3635"	"B"
"3636"	"F"
"3637"	"B"
"3638"	"A"
"3639"	"F"
"3640"	"C"
"3641"	"B"
"3642"	"D"
"3643"	"B"
"3644"	"B"
"3645"	"A"
"3646"	"B"
"3647"	"B"
"3648"	"B"
"3649"	"C"
"3650"	"A"
"3651"	"C"
"3652"	"F"
"3653"	"A"
"3654"	"F"
"3655"	"B"
"3656"	"E"
"3657"	"E"
"3658"	"A"
"3659"	"F"
"3660"	"D"
"3661"	"F"
"3662"	"B"
"3663"	"B"
"3664"	"A"
"3665"	"C"
"3666"	"E"
"3667"	"B"
"3668"	"B"
"3669"	"A"
"3670"	"A"
"3671"	"A"
"3672"	"E"
"3673"	"E"
"3674"	"B"
"3675"	"A"
"3676"	"A"
"3677"	"E"
"3678"	"A"
"3679"	"B"
"3680"	"A"
"3681"	"E"
"3682"	"F"
"3683"	"F"
"3684"	"D"
"3685"	"B"
"3686"	"E"
"3687"	"B"
"3688"	"E"
"3689"	"F"
"3690"	"A"
"3691"	"B"
"3692"	"E"
"3693"	"D"
"3694"	"A"
"3695"	"B"
"3696"	"F"
"3697"	"B"
"3698"	"E"
"3699"	"E"
"3700"	"A"
"3701"	"F"
"3702"	"F"
"3703"	"C"
"3704"	"C"
"3705"	"B"
"3706"	"B"
"3707"	"A"
"3708"	"B"
"3709"	"B"
"3710"	"F"
"3711"	"E"
"3712"	"B"
"3713"	"B"
"3714"	"E"
"3715"	"C"
"3716"	"B"
"3717"	"D"
"3718"	"B"
"3719"	"F"
"3720"	"C"
"3721"	"E"
"3722"	"A"
"3723"	"A"
"3724"	"D"
"3725"	"B"
"3726"	"A"
"3727"	"F"
"3728"	"B"
"3729"	"B"
"3730"	"E"
"3731"	"C"
"3732"	"E"
"3733"	"B"
"3734"	"D"
"3735"	"E"
"3736"	"B"
"3737"	"E"
"3738"	"B"
"3739"	"C"
"3740"	"A"
"3741"	"B"
"3742"	"C"
"3743"	"D"
"3744"	"F"
"3745"	"C"
"3746"	"B"
"3747"	"B"
"3748"	"E"
"3749"	"F"
"3750"	"B"
"3751"	"B"
"3752"	"A"
"3753"	"F"
"3754"	"B"
"3755"	"F"
"3756"	"B"
"3757"	"B"
"3758"	"F"
"3759"	"B"
"3760"	"E"
"3761"	"B"
"3762"	"F"
"3763"	"E"
"3764"	"F"
"3765"	"D"
"3766"	"F"
"3767"	"A"
"3768"	"B"
"3769"	"A"
"3770"	"A"
"3771"	"D"
"3772"	"D"
"3773"	"F"
"3774"	"A"
"3775"	"F"
"3776"	"A"
"3777"	"F"
"3778"	"B"
"3779"	"E"
"3780"	"B"
"3781"	"B"
"3782"	"B"
"3783"	"B"
"3784"	"B"
"3785"	"B"
"3786"	"A"
"3787"	"B"
"3788"	"B"
"3789"	"D"
"3790"	"D"
"3791"	"C"
"3792"	"C"
"3793"	"B"
"3794"	"A"
"3795"	"F"
"3796"	"C"
"3797"	"C"
"3798"	"A"
"3799"	"B"
"3800"	"B"
"3801"	"F"
"3802"	"B"
"3803"	"A"
"3804"	"B"
"3805"	"A"
"3806"	"A"
"3807"	"B"
"3808"	"B"
"3809"	"B"
"3810"	"F"
"3811"	"B"
"3812"	"B"
"3813"	"E"
"3814"	"B"
"3815"	"A"
"3816"	"B"
"3817"	"A"
"3818"	"A"
"3819"	"F"
"3820"	"A"
"3821"	"F"
"3822"	"C"
"3823"	"D"
"3824"	"C"
"3825"	"D"
"3826"	"A"
"3827"	"A"
"3828"	"B"
"3829"	"C"
"3830"	"B"
"3831"	"C"
"3832"	"B"
"3833"	"E"
"3834"	"B"
"3835"	"B"
"3836"	"E"
"3837"	"B"
"3838"	"B"
"3839"	"B"
"3840"	"B"
"3841"	"C"
"3842"	"A"
"3843"	"F"
"3844"	"B"
"3845"	"A"
"3846"	"D"
"3847"	"D"
"3848"	"C"
"3849"	"E"
"3850"	"B"
"3851"	"B"
"3852"	"F"
"3853"	"A"
"3854"	"B"
"3855"	"B"
"3856"	"B"
"3857"	"E"
"3858"	"C"
"3859"	"A"
"3860"	"B"
"3861"	"E"
"3862"	"C"
"3863"	"C"
"3864"	"B"
"3865"	"D"
"3866"	"D"
"3867"	"A"
"3868"	"A"
"3869"	"A"
"3870"	"A"
"3871"	"A"
"3872"	"E"
"3873"	"E"
"3874"	"F"
"3875"	"E"
"3876"	"D"
"3877"	"F"
"3878"	"D"
"3879"	"F"
"3880"	"E"
"3881"	"B"
"3882"	"B"
"3883"	"D"
"3884"	"E"
"3885"	"F"
"3886"	"B"
"3887"	"B"
"3888"	"B"
"3889"	"A"
"3890"	"A"
"3891"	"F"
"3892"	"E"
"3893"	"B"
"3894"	"A"
"3895"	"A"
"3896"	"B"
"3897"	"D"
"3898"	"E"
"3899"	"B"
"3900"	"B"
"3901"	"A"
"3902"	"F"
"3903"	"A"
"3904"	"A"
"3905"	"D"
"3906"	"B"
"3907"	"F"
"3908"	"B"
"3909"	"D"
"3910"	"A"
"3911"	"B"
"3912"	"B"
"3913"	"B"
"3914"	"B"
"3915"	"B"
"3916"	"F"
"3917"	"F"
"3918"	"B"
"3919"	"B"
"3920"	"A"
"3921"	"B"
"3922"	"B"
"3923"	"D"
"3924"	"B"
"3925"	"A"
"3926"	"F"
"3927"	"C"
"3928"	"B"
"3929"	"C"
"3930"	"F"
"3931"	"C"
"3932"	"E"
"3933"	"A"
"3934"	"A"
"3935"	"B"
"3936"	"A"
"3937"	"E"
"3938"	"B"
"3939"	"A"
"3940"	"F"
"3941"	"C"
"3942"	"C"
"3943"	"E"
"3944"	"C"
"3945"	"F"
"3946"	"E"
"3947"	"E"
"3948"	"B"
"3949"	"F"
"3950"	"A"
"3951"	"A"
"3952"	"B"
"3953"	"C"
"3954"	"B"
"3955"	"A"
"3956"	"B"
"3957"	"A"
"3958"	"C"
"3959"	"B"
"3960"	"B"
"3961"	"A"
"3962"	"E"
"3963"	"A"
"3964"	"E"
"3965"	"C"
"3966"	"E"
"3967"	"B"
"3968"	"F"
"3969"	"C"
"3970"	"B"
"3971"	"E"
"3972"	"C"
"3973"	"A"
"3974"	"E"
"3975"	"B"
"3976"	"F"
"3977"	"A"
"3978"	"F"
"3979"	"B"
"3980"	"B"
"3981"	"A"
"3982"	"A"
"3983"	"E"
"3984"	"B"
"3985"	"C"
"3986"	"B"
"3987"	"F"
"3988"	"E"
"3989"	"B"
"3990"	"B"
"3991"	"B"
"3992"	"B"
"3993"	"F"
"3994"	"F"
"3995"	"F"
"3996"	"B"
"3997"	"B"
"3998"	"D"
"3999"	"D"
"4000"	"D"
"4001"	"F"
"4002"	"F"
"4003"	"E"
"4004"	"B"
"4005"	"F"
"4006"	"C"
"4007"	"A"
"4008"	"A"
"4009"	"E"
"4010"	"D"
"4011"	"B"
"4012"	"F"
"4013"	"C"
"4014"	"B"
"4015"	"B"
"4016"	"C"
"4017"	"D"
"4018"	"B"
"4019"	"B"
"4020"	"B"
"4021"	"B"
"4022"	"E"
"4023"	"B"
"4024"	"B"
"4025"	"C"
"4026"	"F"
"4027"	"B"
"4028"	"A"
"4029"	"D"
"4030"	"B"
"4031"	"B"
"4032"	"A"
"4033"	"A"
"4034"	"B"
"4035"	"B"
"4036"	"B"
"4037"	"B"
"4038"	"B"
"4039"	"E"
"4040"	"C"
"4041"	"E"
"4042"	"B"
"4043"	"B"
"4044"	"E"
"4045"	"C"
"4046"	"E"
"4047"	"A"
"4048"	"B"
"4049"	"E"
"4050"	"A"
"4051"	"A"
"4052"	"B"
"4053"	"D"
"4054"	"A"
"4055"	"B"
"4056"	"B"
"4057"	"F"
"4058"	"B"
"4059"	"B"
"4060"	"B"
"4061"	"F"
"4062"	"B"
"4063"	"B"
"4064"	"A"
"4065"	"F"
"4066"	"B"
"4067"	"A"
"4068"	"F"
"4069"	"C"
"4070"	"F"
"4071"	"A"
"4072"	"B"
"4073"	"B"
"4074"	"A"
"4075"	"B"
"4076"	"B"
"4077"	"E"
"4078"	"B"
"4079"	"A"
"4080"	"F"
"4081"	"B"
"4082"	"B"
"4083"	"C"
"4084"	"D"
"4085"	"B"
"4086"	"D"
"4087"	"C"
"4088"	"A"
"4089"	"D"
"4090"	"A"
"4091"	"D"
"4092"	"A"
"4093"	"A"
"4094"	"E"
"4095"	"B"
"4096"	"C"
"4097"	"C"
"4098"	"A"
"4099"	"A"
"4100"	"B"
"4101"	"B"
"4102"	"A"
"4103"	"D"
"4104"	"A"
"4105"	"E"
"4106"	"E"
"4107"	"A"
"4108"	"E"
"4109"	"B"
"4110"	"B"
"4111"	"D"
"4112"	"B"
"4113"	"B"
"4114"	"B"
"4115"	"D"
"4116"	"A"
"4117"	"F"
"4118"	"E"
"4119"	"C"
"4120"	"F"
"4121"	"A"
"4122"	"C"
"4123"	"F"
"4124"	"A"
"4125"	"F"
"4126"	"E"
"4127"	"B"
"4128"	"B"
"4129"	"B"
"4130"	"C"
"4131"	"B"
"4132"	"E"
"4133"	"D"
"4134"	"A"
"4135"	"B"
"4136"	"B"
"4137"	"B"
"4138"	"D"
"4139"	"A"
"4140"	"A"
"4141"	"C"
"4142"	"F"
"4143"	"D"
"4144"	"F"
"4145"	"C"
"4146"	"B"
"4147"	"B"
"4148"	"A"
"4149"	"A"
"4150"	"B"
"4151"	"F"
"4152"	"F"
"4153"	"B"
"4154"	"B"
"4155"	"C"
"4156"	"F"
"4157"	"B"
"4158"	"D"
"4159"	"B"
"4160"	"B"
"4161"	"A"
"4162"	"E"
"4163"	"B"
"4164"	"B"
"4165"	"B"
"4166"	"F"
"4167"	"F"
"4168"	"B"
"4169"	"E"
"4170"	"A"
"4171"	"A"
"4172"	"B"
"4173"	"E"
"4174"	"B"
"4175"	"F"
"4176"	"B"
"4177"	"C"
"4178"	"B"
"4179"	"A"
"4180"	"F"
"4181"	"A"
"4182"	"A"
"4183"	"C"
"4184"	"B"
"4185"	"B"
"4186"	"B"
"4187"	"E"
"4188"	"C"
"4189"	"B"
"4190"	"F"
"4191"	"F"
"4192"	"E"
"4193"	"A"
"4194"	"F"
"4195"	"A"
"4196"	"E"
"4197"	"A"
"4198"	"A"
"4199"	"D"
"4200"	"B"
"4201"	"C"
"4202"	"B"
"4203"	"A"
"4204"	"D"
"4205"	"C"
"4206"	"B"
"4207"	"A"
"4208"	"B"
"4209"	"F"
"4210"	"B"
"4211"	"F"
"4212"	"D"
"4213"	"F"
"4214"	"A"
"4215"	"C"
"4216"	"A"
"4217"	"F"
"4218"	"B"
"4219"	"B"
"4220"	"B"
"4221"	"E"
"4222"	"F"
"4223"	"E"
"4224"	"B"
"4225"	"E"
"4226"	"D"
"4227"	"B"
"4228"	"B"
"4229"	"F"
"4230"	"D"
"4231"	"C"
"4232"	"F"
"4233"	"B"
"4234"	"E"
"4235"	"F"
"4236"	"C"
"4237"	"C"
"4238"	"A"
"4239"	"B"
"4240"	"A"
"4241"	"C"
"4242"	"F"
"4243"	"B"
"4244"	"F"
"4245"	"D"
"4246"	"B"
"4247"	"B"
"4248"	"E"
"4249"	"C"
"4250"	"A"
"4251"	"D"
"4252"	"F"
"4253"	"A"
"4254"	"A"
"4255"	"B"
"4256"	"C"
"4257"	"F"
"4258"	"B"
"4259"	"B"
"4260"	"E"
"4261"	"B"
"4262"	"E"
"4263"	"F"
"4264"	"A"
"4265"	"B"
"4266"	"E"
"4267"	"A"
"4268"	"A"
"4269"	"A"
"4270"	"B"
"4271"	"D"
"4272"	"F"
"4273"	"B"
"4274"	"B"
"4275"	"F"
"4276"	"B"
"4277"	"C"
"4278"	"C"
"4279"	"E"
"4280"	"B"
"4281"	"F"
"4282"	"C"
"4283"	"B"
"4284"	"A"
"4285"	"F"
"4286"	"B"
"4287"	"B"
"4288"	"E"
"4289"	"B"
"4290"	"A"
"4291"	"A"
"4292"	"F"
"4293"	"A"
"4294"	"F"
"4295"	"B"
"4296"	"A"
"4297"	"B"
"4298"	"F"
"4299"	"A"
"4300"	"B"
"4301"	"B"
"4302"	"E"
"4303"	"E"
"4304"	"B"
"4305"	"F"
"4306"	"B"
"4307"	"F"
"4308"	"A"
"4309"	"D"
"4310"	"B"
"4311"	"B"
"4312"	"D"
"4313"	"D"
"4314"	"D"
"4315"	"E"
"4316"	"A"
"4317"	"D"
"4318"	"C"
"4319"	"D"
"4320"	"C"
"4321"	"F"
"4322"	"A"
"4323"	"B"
"4324"	"C"
"4325"	"A"
"4326"	"F"
"4327"	"B"
"4328"	"A"
"4329"	"A"
"4330"	"B"
"4331"	"B"
"4332"	"B"
"4333"	"B"
"4334"	"B"
"4335"	"F"
"4336"	"B"
"4337"	"A"
"4338"	"B"
"4339"	"B"
"4340"	"F"
"4341"	"E"
"4342"	"D"
"4343"	"A"
"4344"	"A"
"4345"	"A"
"4346"	"B"
"4347"	"F"
"4348"	"F"
"4349"	"C"
"4350"	"B"
"4351"	"A"
"4352"	"D"
"4353"	"F"
"4354"	"B"
"4355"	"A"
"4356"	"B"
"4357"	"C"
"4358"	"B"
"4359"	"F"
"4360"	"F"
"4361"	"D"
"4362"	"B"
"4363"	"E"
"4364"	"B"
"4365"	"B"
"4366"	"A"
"4367"	"F"
"4368"	"C"
"4369"	"F"
"4370"	"D"
"4371"	"B"
"4372"	"E"
"4373"	"A"
"4374"	"B"
"4375"	"B"
"4376"	"A"
"4377"	"E"
"4378"	"E"
"4379"	"B"
"4380"	"F"
"4381"	"B"
"4382"	"B"
"4383"	"D"
"4384"	"B"
"4385"	"B"
"4386"	"B"
"4387"	"F"
"4388"	"F"
"4389"	"B"
"4390"	"E"
"4391"	"B"
"4392"	"B"
"4393"	"A"
"4394"	"B"
"4395"	"A"
"4396"	"B"
"4397"	"B"
"4398"	"D"
"4399"	"A"
"4400"	"F"
"4401"	"B"
"4402"	"B"
"4403"	"A"
"4404"	"A"
"4405"	"B"
"4406"	"B"
"4407"	"E"
"4408"	"F"
"4409"	"B"
"4410"	"A"
"4411"	"D"
"4412"	"A"
"4413"	"A"
"4414"	"B"
"4415"	"A"
"4416"	"B"
"4417"	"E"
"4418"	"D"
"4419"	"B"
"4420"	"B"
"4421"	"B"
"4422"	"B"
"4423"	"C"
"4424"	"D"
"4425"	"B"
"4426"	"B"
"4427"	"D"
"4428"	"E"
"4429"	"E"
"4430"	"A"
"4431"	"F"
"4432"	"B"
"4433"	"B"
"4434"	"D"
"4435"	"B"
"4436"	"B"
"4437"	"B"
"4438"	"A"
"4439"	"F"
"4440"	"A"
"4441"	"C"
"4442"	"B"
"4443"	"B"
"4444"	"B"
"4445"	"F"
"4446"	"C"
"4447"	"B"
"4448"	"C"
"4449"	"A"
"4450"	"D"
"4451"	"B"
"4452"	"B"
"4453"	"A"
"4454"	"A"
"4455"	"F"
"4456"	"F"
"4457"	"B"
"4458"	"D"
"4459"	"A"
"4460"	"E"
"4461"	"F"
"4462"	"B"
"4463"	"C"
"4464"	"D"
"4465"	"F"
"4466"	"B"
"4467"	"B"
"4468"	"F"
"4469"	"B"
"4470"	"F"
"4471"	"A"
"4472"	"A"
"4473"	"E"
"4474"	"E"
"4475"	"B"
"4476"	"D"
"4477"	"B"
"4478"	"F"
"4479"	"A"
"4480"	"D"
"4481"	"A"
"4482"	"A"
"4483"	"B"
"4484"	"B"
"4485"	"B"
"4486"	"F"
"4487"	"F"
"4488"	"B"
"4489"	"B"
"4490"	"B"
"4491"	"A"
"4492"	"A"
"4493"	"A"
"4494"	"F"
"4495"	"B"
"4496"	"B"
"4497"	"D"
"4498"	"E"
"4499"	"B"
"4500"	"B"
"4501"	"B"
"4502"	"B"
"4503"	"F"
"4504"	"E"
"4505"	"B"
"4506"	"A"
"4507"	"B"
"4508"	"B"
"4509"	"C"
"4510"	"B"
"4511"	"C"
"4512"	"F"
"4513"	"B"
"4514"	"E"
"4515"	"B"
"4516"	"C"
"4517"	"B"
"4518"	"B"
"4519"	"F"
"4520"	"A"
"4521"	"A"
"4522"	"B"
"4523"	"D"
"4524"	"A"
"4525"	"E"
"4526"	"E"
"4527"	"C"
"4528"	"B"
"4529"	"C"
"4530"	"B"
"4531"	"E"
"4532"	"F"
"4533"	"E"
"4534"	"C"
"4535"	"A"
"4536"	"C"
"4537"	"A"
"4538"	"B"
"4539"	"E"
"4540"	"B"
"4541"	"A"
"4542"	"F"
"4543"	"B"
"4544"	"D"
"4545"	"A"
"4546"	"D"
"4547"	"F"
"4548"	"C"
"4549"	"C"
"4550"	"A"
"4551"	"E"
"4552"	"A"
"4553"	"A"
"4554"	"D"
"4555"	"F"
"4556"	"A"
"4557"	"F"
"4558"	"E"
"4559"	"B"
"4560"	"B"
"4561"	"B"
"4562"	"B"
"4563"	"B"
"4564"	"B"
"4565"	"E"
"4566"	"D"
"4567"	"D"
"4568"	"F"
"4569"	"E"
"4570"	"C"
"4571"	"B"
"4572"	"F"
"4573"	"C"
"4574"	"C"
"4575"	"A"
"4576"	"F"
"4577"	"D"
"4578"	"A"
"4579"	"C"
"4580"	"A"
"4581"	"A"
"4582"	"B"
"4583"	"E"
"4584"	"F"
"4585"	"E"
"4586"	"B"
"4587"	"B"
"4588"	"D"
"4589"	"B"
"4590"	"F"
"4591"	"B"
"4592"	"D"
"4593"	"B"
"4594"	"B"
"4595"	"A"
"4596"	"A"
"4597"	"A"
"4598"	"D"
"4599"	"F"
"4600"	"C"
"4601"	"A"
"4602"	"F"
"4603"	"E"
"4604"	"D"
"4605"	"E"
"4606"	"B"
"4607"	"E"
"4608"	"F"
"4609"	"E"
"4610"	"F"
"4611"	"A"
"4612"	"C"
"4613"	"A"
"4614"	"E"
"4615"	"F"
"4616"	"A"
"4617"	"D"
"4618"	"A"
"4619"	"A"
"4620"	"B"
"4621"	"E"
"4622"	"B"
"4623"	"E"
"4624"	"A"
"4625"	"B"
"4626"	"B"
"4627"	"B"
"4628"	"E"
"4629"	"A"
"4630"	"F"
"4631"	"B"
"4632"	"F"
"4633"	"B"
"4634"	"A"
"4635"	"B"
"4636"	"A"
"4637"	"F"
"4638"	"B"
"4639"	"E"
"4640"	"F"
"4641"	"A"
"4642"	"B"
"4643"	"B"
"4644"	"A"
"4645"	"C"
"4646"	"B"
"4647"	"F"
"4648"	"A"
"4649"	"B"
"4650"	"E"
"4651"	"A"
"4652"	"A"
"4653"	"D"
"4654"	"E"
"4655"	"B"
"4656"	"A"
"4657"	"B"
"4658"	"B"
"4659"	"B"
"4660"	"C"
"4661"	"B"
"4662"	"B"
"4663"	"C"
"4664"	"F"
"4665"	"B"
"4666"	"B"
"4667"	"B"
"4668"	"A"
"4669"	"A"
"4670"	"B"
"4671"	"B"
"4672"	"E"
"4673"	"B"
"4674"	"B"
"4675"	"F"
"4676"	"E"
"4677"	"D"
"4678"	"B"
"4679"	"D"
"4680"	"B"
"4681"	"A"
"4682"	"B"
"4683"	"B"
"4684"	"A"
"4685"	"F"
"4686"	"C"
"4687"	"B"
"4688"	"C"
"4689"	"E"
"4690"	"A"
"4691"	"F"
"4692"	"E"
"4693"	"B"
"4694"	"B"
"4695"	"B"
"4696"	"A"
"4697"	"A"
"4698"	"A"
"4699"	"B"
"4700"	"B"
"4701"	"A"
"4702"	"E"
"4703"	"B"
"4704"	"A"
"4705"	"B"
"4706"	"A"
"4707"	"B"
"4708"	"C"
"4709"	"C"
"4710"	"A"
"4711"	"B"
"4712"	"C"
"4713"	"B"
"4714"	"E"
"4715"	"B"
"4716"	"C"
"4717"	"B"
"4718"	"B"
"4719"	"B"
"4720"	"C"
"4721"	"B"
"4722"	"A"
"4723"	"A"
"4724"	"A"
"4725"	"B"
"4726"	"B"
"4727"	"B"
"4728"	"A"
"4729"	"B"
"4730"	"B"
"4731"	"B"
"4732"	"E"
"4733"	"F"
"4734"	"B"
"4735"	"E"
"4736"	"B"
"4737"	"D"
"4738"	"B"
"4739"	"F"
"4740"	"A"
"4741"	"A"
"4742"	"E"
"4743"	"A"
"4744"	"E"
"4745"	"D"
"4746"	"B"
"4747"	"B"
"4748"	"A"
"4749"	"A"
"4750"	"F"
"4751"	"E"
"4752"	"B"
"4753"	"B"
"4754"	"B"
"4755"	"B"
"4756"	"F"
"4757"	"F"
"4758"	"B"
"4759"	"B"
"4760"	"B"
"4761"	"F"
"4762"	"B"
"4763"	"A"
"4764"	"B"
"4765"	"E"
"4766"	"D"
"4767"	"F"
"4768"	"F"
"4769"	"B"
"4770"	"B"
"4771"	"B"
"4772"	"C"
"4773"	"B"
